﻿"UKPRN","HE provider","Total energy consumption (kWh)","Total fuel used in HE provider owned vehicles (litres)","Total generation of electricity exported to grid (kWh)","Total water consumption (m3)","Total renewable energy generated onsite or offsite (kWh)"
"10001478","City, University of London","31,679,884.000","1,096.000","0.000","48,252.000","14,280.000"
"10001653","Conservatoire for Dance and Drama","7,875,409.190","612.730","0.000","11,565.204",""
"10007761","Courtauld Institute of Art","2,172,886.760","0.000","0.000","17,769.940","0.000"
"10001726","Coventry University","53,281,187.000","21,054.790","0.000","81,855.000","118,789.460"
"10007822","Cranfield University","48,657,843.400","87,148.200","0.000","173,672.000","2,748,087.039"
"10006427","University for the Creative Arts","15,714,578.000","1,159.240","0.000","59,014.000","17,680.000"
"10007842","University of Cumbria","19,756,303.000","8,159.040","0.000","40,913.270","0.000"
"10001883","De Montfort University","33,947,211.384","5,886.340","0.000","67,776.613","114,119.000"
"10007851","University of Derby","35,943,393.000","18,909.360","0.000","127,469.000","127,914.290"
"10007852","The University of Dundee","89,333,769.000","0.000","28,100.000","198,577.000","13,000.000"
"10007143","University of Durham","119,678,651.000","81,387.290","0.000","396,530.000","276,070.000"
"10007789","The University of East Anglia","85,115,965.000","24,396.000","185,400.000","405,229.000","152,711.000"
"10007144","The University of East London","20,758,920.600","2,014.680","7,483.500","115,908.000","87,195.900"
"10007823","Edge Hill University","27,303,252.000","6,070.000","0.000","144,399.000","26,200.000"
"10007772","Edinburgh Napier University","19,141,184.000","12,004.600","0.000","23,888.100","28,397.880"
"10007790","The University of Edinburgh","255,132,568.530","117,754.030","0.000","508,419.300","101,773.000"
"10007791","The University of Essex","44,858,218.000","10,795.000","0.000","195,409.000","80,727.000"
"10007792","The University of Exeter","67,634,939.000","69,523.140","0.000","234,457.000","380,000.000"
"10008640","Falmouth University","13,838,473.000","10,675.000","23,295.000","54,638.000","43,647.000"
"10004511","The National Film and Television School","3,291,365.000","2,894.460","0.000","7,624.000",""
"10007762","Glasgow Caledonian University","28,438,434.000","2,580.000","0.000","40,804.000","0.000"
"10002681","Glasgow School of Art","10,105,671.000","467.338","0.000","20,724.000","0.000"
"10007794","The University of Glasgow","144,946,500.000","73,919.000","0.000","294,272.000","118,311.000"
"10007145","University of Gloucestershire","10,914,707.000","4,935.810","0.000","61,971.000","25,260.000"
"10002718","Goldsmiths College","17,190,087.990","1,376.800","79,704.270","79,986.770","107,401.290"
"10007146","The University of Greenwich","32,231,634.000","16,225.000","0.000","97,194.000","35,093.000"
"10007825","Guildhall School of Music and Drama","4,071,676.000","215.070","0.000","23,253.690",""
"10040812","Harper Adams University","11,321,435.690","17,166.700","9,547.000","60,174.934","1,451,132.170"
"10007764","Heriot-Watt University","62,294,032.281","60,610.270","0.000","290,342.000","3,518.000"
"10007147","University of Hertfordshire","55,411,276.699","2,250,000.000","0.000","308,659.333","2,640,000.000"
"10007148","The University of Huddersfield","28,031,728.899","8,211.700","0.000","30,322.000","3,182.000"
"10007149","The University of Hull","65,289,116.600","19,282.980","0.000","204,774.000","381,063.600"
"10003270","Imperial College of Science, Technology and Medicine","248,142,427.000","14,139.180","0.000","625,438.000","11,157.000"
"10007767","Keele University","39,525,532.000","14,977.000","0.000","365,486.990","260,563.000"
"10007150","The University of Kent","58,811,737.425","25,139.930","0.000","260,544.000","78,000.000"
"10003645","King's College London","139,646,881.000","9,277.849","0.000","407,367.000","123,448.000"
"10003678","Kingston University","35,782,189.300","2,863.070","0.000","183,764.000",""
"10007768","The University of Lancaster","74,090,308.540","27,645.000","61,300.000","435,510.000","3,198,926.000"
"10003854","Leeds Arts University","3,255,062.000","734.800","0.000","9,661.000",""
"10003861","Leeds Beckett University","36,977,569.982","20,300.000","0.000","102,872.000","111,964.240"
"10007795","The University of Leeds","160,097,366.475","37,135.526","0.000","702,015.606","337,435.000"
"10003863","Leeds Trinity University","7,385,119.000","1,011.000","2,350.000","34,357.820","6,054.000"
"10007796","The University of Leicester","96,050,097.540","28,685.190","0.000","312,882.000","405,179.000"
"10007151","The University of Lincoln","30,555,640.476","7,949.190","0.000","79,835.736","19,492.000"
"10003956","Liverpool Hope University","16,446,746.200","3,911.910","0.000","71,381.370","17,054.000"
"10003957","Liverpool John Moores University","30,750,686.000","19,329.000","0.000","54,105.000","7,363.000"
"10003945","The Liverpool Institute for Performing Arts","3,100,767.000","0.000","0.000","5,735.800","0.000"
"10006842","The University of Liverpool","206,178,530.340","40,884.000","0.000","321,627.900","71,357.560"
"10003958","Liverpool School of Tropical Medicine","6,364,528.865","0.000","9,742.000","18,133.970","9,742.000"
"10007162","University of the Arts, London","37,887,501.367","385.785","0.000","152,907.982","7,171.022"
"10007769","London Business School","12,259,662.000","0.000","0.000","28,084.000",""
"10007797","University of London (Institutes and activities)","27,966,839.000","0.000","0.000","166,477.000",""
"10004048","London Metropolitan University","17,081,101.834","1,608.000","0.000","77,928.000","42,518.500"
"10004078","London South Bank University","23,374,129.000","656.000","0.000","131,725.000","683,551.000"
"10004063","London School of Economics and Political Science","37,998,072.000","0.000","0.000","196,997.000","106,375.000"
"10007771","London School of Hygiene and Tropical Medicine","10,388,443.250","150.000","0.000","35,000.000",""
"10004113","Loughborough University","89,571,715.000","41,182.780","0.000","363,921.000","0.000"
"10004180","The Manchester Metropolitan University","51,599,405.420","9,553.660","0.000","147,302.000","308,911.000"
"10007798","The University of Manchester","237,358,941.800","55,376.340","0.000","1,125,438.280","61,217.000"
"10004351","Middlesex University","18,937,420.000","8,524.960","0.000","36,930.000","58,767.000"
"10007799","Newcastle University","115,734,123.000","120,856.860","1,402.800","331,254.000","98,379.571"
"10007138","The University of Northampton","28,821,735.000","8,685.000","0.000","92,261.000","30,137.000"
"10001282","University of Northumbria at Newcastle","51,492,043.000","10,658.000","0.000","219,433.000","191,590.000"
"10004775","Norwich University of the Arts","3,629,452.000","235.790","0.000","7,152.000","0.000"
"10007154","University of Nottingham","203,767,584.000","68,560.000","0.000","717,542.000",""
"10004797","The Nottingham Trent University","49,165,753.910","56,429.466","0.000","86,907.000","1,789,108.000"
"10007773","The Open University","33,971,691.000","16,126.300","0.000","81,616.000","173,301.000"
"10004930","Oxford Brookes University","48,344,191.000","15,485.160","0.000","230,151.000","94,724.000"
"10007774","The University of Oxford","221,931,727.540","119,665.000","0.000","326,459.830","331,906.180"
"10005127","Arts University Plymouth","3,903,013.242","1,527.000","0.000","2,669.000","14,295.242"
"10007801","University of Plymouth","32,357,397.000","10,071.000","0.000","70,191.000","92,604.000"
"10007155","The University of Portsmouth","39,463,203.878","15,043.300","0.000","177,061.861","0.000"
"10005337","Queen Margaret University, Edinburgh","12,179,031.000","813.310","0.000","53,883.000","4,284,832.000"
"10007775","Queen Mary University of London","70,590,032.000","2,355.000","0.000","254,679.000",""
"10005389","Ravensbourne University London","4,319,032.750","0.000","0.000","1,641.945",""
"10007802","The University of Reading","48,188,520.324","12,013.905","0.000","155,463.930","107,353.089"
"10005500","Robert Gordon University","27,682,840.087","5,416.070","0.000","69,193.000","29,668.000"
"10007776","Roehampton University","26,324,166.000","6,047.000","0.000","119,803.000","30,300.000"
"10005523","Rose Bruford College of Theatre and Performance","2,596,675.000","0.000","0.000","5,238.000","1.000"
"10007835","Royal Academy of Music","3,253,018.160","2,648.140","0.000","8,089.000","0.000"
"10005545","Royal Agricultural University","4,609,279.240","3,880.490","2,080.500","22,311.650","840,127.190"
"10007777","Royal College of Art","10,150,417.000","0.000","0.000","26,041.000",""
"10007778","Royal College of Music","2,344,583.410","0.000","0.000","5,914.000",""
"10007816","The Royal Central School of Speech and Drama","1,962,149.500","0.000","0.000","6,009.500","0.000"
"10005553","Royal Holloway and Bedford New College","45,378,910.000","15,076.000","0.000","160,594.170","51,932.000"
"10007837","Royal Northern College of Music","4,236,726.600","0.000","0.000","10,841.000","0.000"
"10007779","The Royal Veterinary College","19,796,956.200","36,279.610","0.000","84,272.000","0.000"
"10007803","The University of St. Andrews","77,609,542.000","49,317.000","0.000","272,287.000","68,412.000"
"10007782","St George's, University of London","29,201,008.605","0.000","0.000","105,039.930","0.000"
"10008026","St Mary's University College","2,266,238.000","288.870","0.000","1,916.000",""
"10007843","St Mary's University, Twickenham","10,867,815.870","3,428.916","670.000","37,266.779",""
"10007156","The University of Salford","30,785,247.000","11,576.000","0.000","78,711.000","10,681.000"
"10007780","SOAS University of London","6,836,752.000","0.000","0.000","34,270.000","25,278.000"
"10005700","SRUC","","","","",""
"10005790","Sheffield Hallam University","37,309,452.000","13,806.884","0.000","95,124.000","31,242.000"
"10007157","The University of Sheffield","137,640,547.660","48,657.930","29,000.000","482,209.670","1,414,488.000"
"10006022","Solent University","17,007,557.000","17,891.000","0.000","85,074.000","0.000"
"10007158","The University of Southampton","108,891,973.794","77,382.000","0.000","468,074.096",""
"10006299","Staffordshire University","22,730,064.000","15,420.000","0.000","59,600.000","22,100.000"
"10007804","The University of Stirling","49,242,784.000","27,982.000","0.000","272,080.000","937,640.000"
"10037449","University of St Mark and St John","6,900,360.000","23,733.000","0.000","34,675.000","0.000"
"10008010","Stranmillis University College","10,627,548.770","3,104.910","0.000","24,043.000","0.000"
"10007805","The University of Strathclyde","96,682,289.000","18,305.000","0.000","163,934.000","41,194.000"
"10014001","University of Suffolk","6,853,907.000","268.000","0.000","14,227.000","0.000"
"10007159","The University of Sunderland","23,089,546.800","8,341.500","0.000","67,863.686","0.000"
"10007160","The University of Surrey","81,764,534.830","40,207.000","0.000","513,539.330","1,190,349.000"
"10007806","The University of Sussex","63,116,491.300","2,283.493","0.000","367,475.030","790,363.000"
"10007855","Swansea University","69,432,490.000","3,556.000","0.000","289,002.000","812,842.000"
"10007161","Teesside University","26,125,601.000","7,161.200","0.000","62,495.000","23,972.000"
"10008017","Trinity Laban Conservatoire of Music and Dance","4,506,720.380","1,335.600","0.000","11,619.235","0.000"
"10007858","University of Wales Trinity Saint David","25,247,111.730","5,355.256","0.000","50,703.000","830.730"
"10007114","University of the Highlands and Islands","33,317,741.000","","","44,374.000",""
"10007807","Ulster University","51,217,128.745","15,053.220","603,019.000","80,448.000","3,138,984.000"
"10007784","University College London","242,937,730.074","8,201.080","0.000","542,383.600","19,800.000"
"10007793","University of South Wales","36,523,797.830","13,481.860","0.000","122,892.000","4,494.000"
"10007163","The University of Warwick","171,127,190.194","103,549.190","258,044.000","589,033.950","179,078.000"
"10007164","University of the West of England, Bristol","55,691,366.000","31,196.763","0.000","295,919.790","509,752.000"
"10007800","The University of the West of Scotland","29,832,901.000","12,014.580","0.000","95,610.000",""
"10006566","The University of West London","10,536,552.655","2,276.000","0.000","26,229.950","23,404.290"
"10007165","The University of Westminster","36,007,605.000","1,292.340","0.000","128,243.000","0.000"
"10003614","The University of Winchester","11,649,852.000","10,222.000","0.000","78,368.000","57,762.000"
"10007166","The University of Wolverhampton","47,124,662.000","89,653.400","140,788.000","149,002.000","28,579.000"
"10007139","University of Worcester","16,272,052.700","20,774.000","45,249.000","49,149.232","141,328.000"
"10007833","Wrexham University","12,139,515.000","14,316.000","0.000","17,064.000","1,328.000"
"10007657","Writtle University College","6,578,262.600","26,498.000","0.000","35,115.000","0.000"
"10007713","York St John University","12,485,747.000","4,900.000","0.000","68,575.000",""
"10007167","The University of York","89,532,703.980","33,465.180","0.000","276,060.797","1,714,416.050"
