﻿"UKPRN","HE provider","Total energy consumption (kWh)","Total fuel used in HE provider owned vehicles (litres)","Total generation of electricity exported to grid (kWh)","Total water consumption (m3)","Total renewable energy generated onsite or offsite (kWh)"
"10003324","The Institute of Cancer Research","24,413,662.000","0.000","0.000","21,260.000","58,464.000"
"10001143","Canterbury Christ Church University","17,491,927.085","7,388.000","0.000","75,354.090","0.000"
"10007814","Cardiff University","122,026,236.006","33,657.290","0.000","240,133.000","283,826.006"
"10007854","Cardiff Metropolitan University","14,474,222.000","3,416.610","0.000","86,582.000","31,840.000"
"10007141","The University of Central Lancashire","41,056,883.000","26,221.770","0.000","70,544.000","193,855.000"
"10007848","University of Chester","49,291,265.040","16,817.770","0.000","151,398.460","198,312.100"
"10007137","The University of Chichester","11,767,380.700","2,385.220","0.000","58,024.000","43,267.000"
"10001478","City, University of London","34,557,344.000","840.000","0.000","54,211.000","317.000"
"10001726","Coventry University","53,980,114.220","19,379.890","0.000","135,999.000","579,505.530"
"10007822","Cranfield University","39,886,402.019","85,224.000","0.000","161,872.000","2,481,153.867"
"10006427","University for the Creative Arts","13,181,271.000","0.000","0.000","67,021.000","1,387,000.000"
"10007842","University of Cumbria","13,138,425.840","5,421.000","0.000","31,720.000","0.000"
"10001883","De Montfort University","25,952,919.000","3,677.310","0.000","66,979.000","213,019.000"
"10007851","University of Derby","26,827,383.000","10,717.740","0.000","107,098.000","330,060.000"
"10007852","The University of Dundee","","0.000","","223,171.000",""
"10007143","University of Durham","106,110,972.000","37,710.000","0.000","382,539.000","586,090.000"
"10007789","The University of East Anglia","67,399,812.090","11,273.150","55,967.000","318,305.000","138,074.000"
"10007144","The University of East London","20,483,426.470","2,792.120","0.000","79,326.535","404,197.288"
"10007823","Edge Hill University","19,206,909.000","8,349.000","0.000","140,240.287","16,216.000"
"10007772","Edinburgh Napier University","16,962,440.000","5,801.000","0.000","17,919.100","24,961.000"
"10007790","The University of Edinburgh","284,905,537.040","70,378.300","0.000","369,796.000","3,948,859.000"
"10007791","The University of Essex","43,961,610.000","23,960.000","0.000","199,184.600","829,793.000"
"10007792","The University of Exeter","69,613,087.275","45,744.720","0.000","439,863.143","2,136,261.730"
"10008640","Falmouth University","12,099,613.150","5,801.060","0.000","58,324.383","210,578.150"
"10004511","The National Film and Television School","1,722,849.000","7,634.000","0.000","6,178.000","0.000"
"10007762","Glasgow Caledonian University","21,727,523.000","3,490.000","0.000","28,099.000","0.000"
"10002681","Glasgow School of Art","8,797,934.000","750.000","0.000","24,530.000","0.000"
"10007794","The University of Glasgow","125,681,328.299","72,605.440","0.000","283,342.000","86,270.520"
"10007145","University of Gloucestershire","9,039,774.000","2,471.000","0.000","37,000.000","0.000"
"10002718","Goldsmiths College","13,942,413.000","309.940","73,805.000","56,094.000","4,656,479.220"
"10007146","The University of Greenwich","26,150,519.000","12,078.000","0.000","105,463.000","81,329.000"
"10007825","Guildhall School of Music and Drama","3,313,635.809","254.001","0.000","21,360.708","0.000"
"10007764","Heriot-Watt University","57,607,383.000","16,985.590","0.000","250,937.210",""
"10007147","University of Hertfordshire","44,727,279.300","1,611,406.000","0.000","207,853.000","280,500.000"
"10007148","The University of Huddersfield","23,505,705.246","235.520","0.000","34,805.289","258,867.000"
"10003270","Imperial College of Science, Technology and Medicine","217,875,091.000","7,147.700","0.000","363,545.680","25,242.000"
"10007767","Keele University","39,261,122.533","18,063.680","626,750.000","127,985.738","6,252,879.198"
"10007150","The University of Kent","50,534,026.239","10,891.798","0.000","287,870.000","155,166.000"
"10003645","King's College London","131,839,075.800","5,484.000","0.000","409,234.000","12,055.800"
"10003678","Kingston University","25,733,399.000","2,803.760","0.000","109,113.000","33,795.000"
"10003758","LAMDA Limited","1,080,051.000","0.000","0.000","617.000","22,335.000"
"10007768","The University of Lancaster","69,686,394.000","12,434.400","254,390.000","408,405.000","5,094,849.000"
"10003854","Leeds Arts University","2,999,790.000","309.980","0.000","8,310.000","25,579.000"
"10003861","Leeds Beckett University","24,763,480.283","11,739.000","0.000","69,984.000","242,946.817"
"10007795","The University of Leeds","177,150,372.171","31,764.792","0.000","721,483.000","38,468.350"
"10003863","Leeds Trinity University","8,077,344.000","2,285.920","0.000","36,959.000","9,100.000"
"10007796","The University of Leicester","78,574,200.000","26,590.000","0.000","225,848.000","924,967.000"
"10007151","The University of Lincoln","30,894,947.791","18,855.000","0.000","151,425.509","224,143.000"
"10003956","Liverpool Hope University","12,454,339.190","4,073.420","0.000","49,804.000","138,494.850"
"10003957","Liverpool John Moores University","26,490,741.000","13,649.000","0.000","46,521.000","105,050.000"
"10006842","The University of Liverpool","192,742,692.489","32,671.290","0.000","317,646.540","55,395.023"
"10003958","Liverpool School of Tropical Medicine","10,220,850.940","0.000","19,571.658","6,020.780","19,571.658"
"10007162","University of the Arts, London","33,180,784.333","1,461.058","0.000","110,708.000","2,379,993.893"
"10007797","University of London (Institutes and activities)","20,906,091.140","0.000","0.000","79,356.000",""
"10004048","London Metropolitan University","15,234,537.000","617.670","0.000","46,507.000","58,000.000"
"10004078","London South Bank University","25,976,509.000","0.000","0.000","182,245.000","0.000"
"10004063","London School of Economics and Political Science","36,525,993.000","0.000","0.000","197,587.000","117,505.000"
"10007771","London School of Hygiene and Tropical Medicine","6,687,621.000","0.000","0.000","12,911.710",""
"10004113","Loughborough University","108,632,507.000","30,445.000","0.000","300,917.000","28,545,036.000"
"10004180","The Manchester Metropolitan University","39,702,523.670","2,203.210","0.000","132,062.000","421,538.320"
"10007798","The University of Manchester","221,788,306.507","42,060.790","704,513.900","651,604.565","70,563.000"
"10004351","Middlesex University","17,124,692.000","3,625.000","0.000","46,173.000","76,823.000"
"10007799","Newcastle University","108,700,150.906","107,790.400","0.000","308,836.000","511,389.000"
"10007138","The University of Northampton","21,688,067.225","132,834.950","8,280.330","216,804.000","1,855,444.000"
"10001282","University of Northumbria at Newcastle","43,041,784.000","5,933.900","0.000","180,857.000","220,894.000"
"10004775","Norwich University of the Arts","4,237,423.000","530.010","0.000","9,806.000",""
"10007154","University of Nottingham","172,124,013.597","48,325.000","0.000","615,933.000","647,731.000"
"10004797","The Nottingham Trent University","55,061,637.000","25,588.950","0.000","75,361.007","867,651.000"
"10007773","The Open University","25,190,763.000","8,641.150","0.000","24,836.000","178,134.100"
"10004930","Oxford Brookes University","33,681,090.000","13,334.000","0.000","214,129.000","564,437.000"
"10007774","The University of Oxford","204,819,372.000","126,611.000","0.000","389,695.000","296,035.000"
"10007801","University of Plymouth","26,173,600.000","22,644.100","0.000","72,032.000","187,457.000"
"10007155","The University of Portsmouth","30,830,695.240","19,236.600","0.000","116,874.439","269,636.240"
"10005337","Queen Margaret University, Edinburgh","8,611,988.000","1,050.000","0.000","53,559.000","0.000"
"10007775","Queen Mary University of London","61,999,974.450","4,065.000","0.000","366,249.280","90,000.000"
"10007802","The University of Reading","42,611,447.000","12,035.000","0.000","173,000.000","977,809.000"
"10005500","Robert Gordon University","24,090,965.800","4,211.350","0.000","48,995.000","962,040.000"
"10007776","Roehampton University","21,009,917.500","5,485.700","0.000","150,492.340","128,041.000"
"10005523","Rose Bruford College of Theatre and Performance","2,113,774.000","0.000","0.000","12,925.000","0.000"
"10007777","Royal College of Art","10,286,172.050","0.000","0.000","19,768.470","35,823.000"
"10007778","Royal College of Music","2,932,586.000","0.000","0.000","5,127.000",""
"10007816","The Royal Central School of Speech and Drama","2,049,771.350","0.000","12,948.000","9,038.100","12,948.000"
"10005553","Royal Holloway and Bedford New College","35,410,719.000","12,704.000","6,705.000","209,238.000","96,044.000"
"10007803","The University of St. Andrews","81,878,769.000","2,992.476","0.000","315,129.000","597,902.000"
"10007782","St George's, University of London","23,781,724.680","0.000","50,400.000","62,473.000","0.000"
"10008026","St Mary's University College","1,906,217.000","0.000","0.000","4,759.000",""
"10007843","St Mary's University, Twickenham","9,680,912.000","844.000","650.000","42,196.000",""
"10007156","The University of Salford","26,907,311.000","3,290.460","0.000","86,595.000","140,254.000"
"10007780","SOAS University of London","5,545,008.000","0.000","0.000","10,694.000","0.000"
"10005700","SRUC","","","","",""
"10005790","Sheffield Hallam University","32,516,996.000","2,790.150","0.000","66,189.000","42,439.000"
"10007157","The University of Sheffield","130,587,397.000","34,550.000","25,000.000","488,283.000","1,226,467.000"
"10006022","Solent University","11,062,006.930","5,518.620","0.000","58,223.730","72,473.000"
"10007158","The University of Southampton","98,385,869.687","37,583.000","0.000","391,395.480","14,423.140"
"10006299","Staffordshire University","17,460,157.822","1,191.000","3,172.000","43,008.360","120,908.011"
"10007804","The University of Stirling","46,494,618.000","16,647.000","0.000","146,916.000","0.000"
"10007805","The University of Strathclyde","101,113,440.000","21,311.000","","125,669.000","348,215.000"
"10014001","University of Suffolk","4,462,494.000","229.571","0.000","34,991.000","108,175.000"
"10007159","The University of Sunderland","21,927,724.000","9,562.000","0.000","109,552.000","380,386.000"
"10007160","The University of Surrey","75,435,151.458","46,585.000","0.000","356,685.000","19,440.270"
"10007806","The University of Sussex","60,705,464.870","2,187.789","0.000","354,800.810",""
"10007855","Swansea University","56,345,527.127","4,593.423","0.000","347,572.613","1,368,085.907"
"10007161","Teesside University","25,277,895.000","4,099.790","0.000","58,740.000","117,114.000"
"10008017","Trinity Laban Conservatoire of Music and Dance","3,983,729.990","1,002.180","0.000","10,126.638","0.000"
"10007858","University of Wales Trinity Saint David","15,948,906.050","20,663.920","0.000","42,261.000","315,507.660"
"10007807","Ulster University","42,007,838.000","13,950.000","827,166.000","47,066.000","3,179,779.000"
"10007784","University College London","244,959,378.419","4,681.060","0.000","421,892.000","503,950.000"
"10007793","University of South Wales","29,894,847.160","7,626.690","0.000","135,355.000","986,674.000"
"10007163","The University of Warwick","158,342,429.224","50,840.710","9,219.000","525,899.301","907,392.300"
"10007164","University of the West of England, Bristol","53,236,729.822","44,823.000","0.000","282,978.730","409,670.410"
"10007800","The University of the West of Scotland","21,024,892.840","4,700.000","0.000","49,786.500","9,655.000"
"10006566","The University of West London","10,477,381.330","1,145.840","0.000","25,605.860","2,467,540.600"
"10007165","The University of Westminster","30,937,408.000","0.000","0.000","85,216.000","299,565.000"
"10003614","The University of Winchester","10,054,354.000","3,017.000","0.000","69,722.000","176.154"
"10007166","The University of Wolverhampton","40,394,871.192","77,437.100","155,233.800","104,567.049",""
"10007139","University of Worcester","11,369,913.990","11,055.240","12,964.000","70,216.000","389,236.020"
"10007833","Wrexham University","10,769,830.000","987.250","0.000","26,140.000","78,890.000"
"10007713","York St John University","8,196,024.000","5,786.840","6,000.000","41,539.000",""
"10007167","The University of York","95,091,277.568","32,636.850","1,912,973.410","326,119.520","174,649.600"
