﻿"UKPRN","HE provider","Total energy consumption (kWh)","Total fuel used in HE provider owned vehicles (litres)","Total generation of electricity exported to grid (kWh)","Total water consumption (m3)","Total renewable energy generated onsite or offsite (kWh)"
"10007144","The University of East London","18,601,385.900","1,062.270","6,965.000","173,795.000","82,029.000"
"10007823","Edge Hill University","27,026,757.195","5,475.000","0.000","146,431.000","25,936.000"
"10007772","Edinburgh Napier University","16,116,589.000","10,248.000","0.000","15,779.100","27,368.000"
"10007790","The University of Edinburgh","259,237,062.000","83,082.840","0.000","441,226.000","225,000.000"
"10007791","The University of Essex","50,667,023.000","9,834.370","0.000","164,512.000","105,066.000"
"10007792","The University of Exeter","62,958,093.000","47,756.390","0.000","328,768.352","2,950,052.210"
"10008640","Falmouth University","13,038,942.800","12,091.176","0.000","47,603.000","51,389.000"
"10004511","The National Film and Television School","2,461,047.000","3,632.000","0.000","2,846.000",""
"10007762","Glasgow Caledonian University","22,783,446.000","1,881.480","0.000","31,396.000","0.000"
"10002681","Glasgow School of Art","8,524,599.000","127.650","0.000","17,197.000","0.000"
"10007794","The University of Glasgow","141,348,251.370","50,047.000","0.000","303,238.000","265,195.000"
"10002718","Goldsmiths College","14,692,162.200","210.760","35,965.000","44,317.000",""
"10007146","The University of Greenwich","30,553,944.000","6,246.000","0.000","71,991.000","36,209.000"
"10007825","Guildhall School of Music and Drama","3,108,054.000","185.980","0.000","17,220.000","0.000"
"10007764","Heriot-Watt University","55,117,515.796","41,083.800","0.000","211,590.000","14,994.000"
"10007147","University of Hertfordshire","47,593,166.000","1,298,245.000","0.000","342,332.000",""
"10007148","The University of Huddersfield","24,713,474.802","5,188.030","0.000","30,623.000","3,456.000"
"10007149","The University of Hull","41,535,815.000","11,782.420","0.000","142,545.000","477,285.000"
"10003270","Imperial College of Science, Technology and Medicine","208,643,944.000","8,534.000","703,833.000","760,939.010","12,173.000"
"10007767","Keele University","36,951,262.000","17,984.000","0.000","200,180.000","211,414.000"
"10007150","The University of Kent","52,345,028.931","16,098.720","0.000","219,847.334","170,062.000"
"10003645","King's College London","116,982,533.255","8,847.387","0.000","646,705.000","57,730.800"
"10003678","Kingston University","28,404,706.290","2,880.240","0.000","177,321.000","44,945.000"
"10007768","The University of Lancaster","74,687,119.050","13,035.330","440,300.000","273,287.000","5,778,726.000"
"10003861","Leeds Beckett University","30,113,697.000","20,234.860","0.000","106,665.000","171,512.000"
"10007795","The University of Leeds","182,113,109.541","45,409.830","0.000","635,172.890","295,791.300"
"10003863","Leeds Trinity University","7,895,201.000","750.000","0.000","31,223.000","8,421.000"
"10007796","The University of Leicester","85,107,912.000","22,605.000","0.000","255,729.000","578,698.000"
"10007151","The University of Lincoln","27,572,115.332","9,035.000","0.000","121,706.000","42,213.000"
"10003956","Liverpool Hope University","12,571,735.920","3,574.170","0.000","63,194.990","9,866.000"
"10003957","Liverpool John Moores University","27,950,481.627","13,413.840","0.000","39,666.000","7,234.937"
"10006842","The University of Liverpool","153,661,827.770","34,005.000","0.000","294,056.000","74,964.550"
"10007162","University of the Arts, London","32,197,368.530","678.625","0.000","100,677.995","7,822.933"
"10007797","University of London (Institutes and activities)","22,033,448.000","0.000","0.000","99,930.000",""
"10004048","London Metropolitan University","13,310,724.620","641.150","0.000","41,951.800","13,374.220"
"10004063","London School of Economics and Political Science","34,105,771.000","0.000","0.000","153,957.000","137,534.000"
"10007771","London School of Hygiene and Tropical Medicine","8,981,960.000","0.000","0.000","20,922.000",""
"10004113","Loughborough University","92,431,272.000","33,467.000","0.000","258,667.000","0.000"
"10004180","The Manchester Metropolitan University","37,782,530.000","5,199.720","0.000","98,580.710","265,273.000"
"10007798","The University of Manchester","241,059,625.704","42,291.000","0.000","670,587.420","73,532.000"
"10004351","Middlesex University","16,329,175.000","4,740.000","0.000","30,156.620","70,007.880"
"10007799","Newcastle University","111,593,501.954","75,891.440","0.000","290,524.469","51,723.000"
"10007138","The University of Northampton","20,714,602.000","147,903.100","0.000","93,982.270","2,401,541.000"
"10001282","University of Northumbria at Newcastle","41,828,063.000","7,735.000","0.000","133,262.000",""
"10007154","University of Nottingham","185,363,975.000","50,991.000","0.000","512,636.000","936,622.000"
"10004797","The Nottingham Trent University","45,222,880.510","46,093.137","0.000","56,805.000","968,944.360"
"10004930","Oxford Brookes University","47,796,284.000","9,367.000","0.000","199,107.000","113,287.000"
"10007774","The University of Oxford","211,853,073.000","126,611.000","0.000","351,421.000","490,427.000"
"10007801","University of Plymouth","26,048,804.000","6,055.650","0.000","60,038.000","225,804.000"
"10007155","The University of Portsmouth","29,875,062.278","10,934.430","0.000","104,974.555","0.000"
"10005337","Queen Margaret University, Edinburgh","10,863,375.000","","0.000","54,276.000","4,793,700.000"
"10007775","Queen Mary University of London","66,771,592.000","1,163.000","13,416.000","340,846.000","13,416.000"
"10007802","The University of Reading","48,635,791.000","23,448.000","0.000","135,699.000","384,989.000"
"10005500","Robert Gordon University","26,147,049.600","4,500.170","0.000","62,181.000","25,524.000"
"10005523","Rose Bruford College of Theatre and Performance","2,234,660.000","0.000","0.000","5,672.060","1.000"
"10007816","The Royal Central School of Speech and Drama","1,962,239.560","0.000","8,704.900","6,038.000","8,704.900"
"10005553","Royal Holloway and Bedford New College","41,626,071.865","13,842.000","0.000","196,204.000","50,000.000"
"10007779","The Royal Veterinary College","18,410,238.000","51,250.000","0.000","117,611.000","0.000"
"10007803","The University of St. Andrews","69,041,795.000","27,469.910","0.000","223,640.000","36,906.000"
"10007782","St George's, University of London","28,598,397.605","0.000","752,696.000","92,317.500","0.000"
"10008026","St Mary's University College","2,009,134.600","11.830","0.000","2,584.000",""
"10007843","St Mary's University, Twickenham","11,020,421.000","3,200.000","690.000","41,195.000",""
"10007156","The University of Salford","26,054,975.000","10,337.000","0.000","58,968.000","11,686.000"
"10007780","SOAS University of London","5,250,180.000","0.000","0.000","22,326.000","25,478.000"
"10005700","SRUC","","","","",""
"10005790","Sheffield Hallam University","30,156,250.000","7,191.750","0.000","57,038.000","30,733.000"
"10007157","The University of Sheffield","122,426,529.000","31,703.980","24,000.000","399,151.000","1,174,615.000"
"10006022","Solent University","10,906,117.185","7,638.640","0.000","60,674.000","0.000"
"10007158","The University of Southampton","95,068,448.984","38,538.000","0.000","351,607.159",""
"10006299","Staffordshire University","21,503,562.000","14,520.000","0.000","50,030.000",""
"10007804","The University of Stirling","42,795,906.000","22,939.000","0.000","176,418.000","843,500.000"
"10037449","University of St Mark and St John","7,988,434.717","533.000","0.000","65,660.000","142,813.000"
"10007805","The University of Strathclyde","94,475,785.324","18,905.000","0.000","159,917.670","60,606.000"
"10014001","University of Suffolk","4,248,768.520","344.970","0.000","18,904.020","28,684.000"
"10007160","The University of Surrey","72,161,445.000","35,187.000","0.000","374,653.000","486,907.000"
"10007855","Swansea University","62,804,613.000","824.000","0.000","239,816.000","830,305.000"
"10007161","Teesside University","22,836,563.393","5,750.750","0.000","60,083.000","38,383.970"
"10008017","Trinity Laban Conservatoire of Music and Dance","4,002,180.250","1,034.530","0.000","8,639.223","0.000"
"10007858","University of Wales Trinity Saint David","17,786,704.600","10,274.980","0.000","15,599.660","375,794.600"
"10007114","University of the Highlands and Islands","14,990,201.640","","","",""
"10007807","Ulster University","43,567,181.440","17,105.390","853,300.000","76,133.000","3,389,255.000"
"10007784","University College London","229,483,264.137","5,490.640","0.000","697,451.000","122,250.000"
"10007793","University of South Wales","30,320,612.740","11,603.140","0.000","95,912.000","322,027.720"
"10007163","The University of Warwick","163,801,649.228","63,881.420","9,035.000","527,791.230","294,418.660"
"10007164","University of the West of England, Bristol","55,811,448.070","47,681.750","0.000","209,376.273","490,351.279"
"10007800","The University of the West of Scotland","12,061,120.855","3,885.960","0.000","57,638.860",""
"10006566","The University of West London","9,268,685.757","2,201.900","0.000","27,049.668","26,991.336"
"10007165","The University of Westminster","32,510,026.000","70.120","0.000","117,749.000","0.000"
"10003614","The University of Winchester","10,004,492.000","5,650.000","0.000","69,559.000","58,901.000"
"10007166","The University of Wolverhampton","39,663,096.000","66,059.740","653,681.000","162,565.000","29,676.000"
"10007139","University of Worcester","14,080,895.000","13,059.000","44,348.040","60,267.000","190,050.000"
"10007833","Wrexham University","10,824,149.000","6,000.000","0.000","25,424.000","1,892.000"
"10007713","York St John University","9,665,282.200","2,600.000","0.000","70,800.000",""
"10007167","The University of York","81,252,982.974","35,876.220","0.000","215,143.839","2,434,320.996"
