﻿"UKPRN","HE provider","Total energy consumption (kWh)","Total fuel used in HE provider owned vehicles (litres)","Total generation of electricity exported to grid (kWh)","Total water consumption (m3)","Total renewable energy generated onsite or offsite (kWh)"
"10004511","The National Film and Television School","2,986,115.872","5,512.730","0.000","3,137.000",""
"10007762","Glasgow Caledonian University","28,039,899.000","3,010.000","0.000","39,857.000","0.000"
"10002681","Glasgow School of Art","9,765,704.000","534.075","0.000","18,359.000","0.000"
"10007794","The University of Glasgow","129,285,173.222","43,827.000","0.000","256,231.000","433,918.000"
"10007145","University of Gloucestershire","9,795,267.860","5,149.400","0.000","68,880.000","26,125.000"
"10002718","Goldsmiths College","16,215,792.000","1,054.310","26,764.000","62,850.000",""
"10007146","The University of Greenwich","32,366,513.000","10,468.000","0.000","98,121.000","40,595.000"
"10007825","Guildhall School of Music and Drama","4,059,963.000","110.000","0.000","21,688.000",""
"10040812","Harper Adams University","11,498,102.390","11,047.600","12,923.000","71,945.182","503,735.000"
"10007764","Heriot-Watt University","59,209,594.982","54,265.000","0.000","229,264.000","11,937.000"
"10007147","University of Hertfordshire","51,817,880.433","2,027,693.000","0.000","372,604.000","284,256.000"
"10007148","The University of Huddersfield","27,071,424.761","7,347.850","0.000","55,567.000",""
"10007149","The University of Hull","51,834,598.000","17,282.780","0.000","192,677.000","339,941.000"
"10003270","Imperial College of Science, Technology and Medicine","209,932,547.320","8,845.470","816,000.000","676,100.000","11,382.600"
"10007767","Keele University","36,558,355.000","11,146.000","0.000","322,336.000","203,675.000"
"10007150","The University of Kent","57,064,358.000","37,530.220","0.000","250,855.000","148,244.000"
"10003645","King's College London","138,724,947.742","10,743.085","0.000","332,289.550","117,275.600"
"10003678","Kingston University","33,220,555.340","1,351.360","0.000","172,975.000","0.000"
"10007768","The University of Lancaster","74,667,803.580","23,036.000","103,200.000","450,363.647","5,900,249.000"
"10003854","Leeds Arts University","3,384,316.000","852.000","0.000","9,796.000",""
"10003861","Leeds Beckett University","33,878,880.610","20,234.860","0.000","95,980.000","111,614.610"
"10007795","The University of Leeds","175,675,909.415","25,488.120","0.000","701,498.797","288,217.800"
"10003863","Leeds Trinity University","8,276,071.200","1,011.000","2,350.000","32,707.000","6,054.000"
"10007796","The University of Leicester","90,632,314.000","28,174.000","0.000","296,185.000","302,508.000"
"10007151","The University of Lincoln","28,470,769.903","14,996.476","0.000","89,314.839","33,733.417"
"10003956","Liverpool Hope University","15,519,699.090","4,797.800","0.000","67,298.290","6,594.000"
"10003957","Liverpool John Moores University","31,908,018.000","18,536.600","0.000","55,465.000","5,910.100"
"10003945","The Liverpool Institute for Performing Arts","2,648,316.000","0.000","0.000","7,084.960","0.000"
"10006842","The University of Liverpool","223,189,858.429","46,276.000","0.000","319,347.980","103,118.820"
"10003958","Liverpool School of Tropical Medicine","7,328,419.930","0.000","9,172.510","12,248.220","9,172.510"
"10007162","University of the Arts, London","36,844,398.332","883.077","0.000","131,665.708","7,822.933"
"10007769","London Business School","11,658,513.000","0.000","0.000","27,126.000",""
"10007797","University of London (Institutes and activities)","27,260,894.000","0.000","0.000","137,202.000",""
"10004048","London Metropolitan University","17,403,762.820","1,014.000","0.000","50,603.000","27,824.420"
"10004078","London South Bank University","23,106,839.000","656.000","0.000","132,628.000","683,551.000"
"10004063","London School of Economics and Political Science","37,244,400.000","0.000","0.000","199,335.000","123,297.610"
"10007771","London School of Hygiene and Tropical Medicine","7,663,390.030","125.000","0.000","28,365.000",""
"10004113","Loughborough University","89,203,669.000","38,422.000","0.000","404,557.000","0.000"
"10004180","The Manchester Metropolitan University","49,601,780.104","9,320.410","0.000","145,925.581","306,941.000"
"10007798","The University of Manchester","235,523,770.815","54,783.000","0.000","753,244.852","50,108.000"
"10004351","Middlesex University","17,993,105.000","23,915.661","0.000","42,993.000","55,192.000"
"10007799","Newcastle University","124,112,915.128","90,516.010","3,307.000","311,883.000","86,425.540"
"10007138","The University of Northampton","21,526,179.000","9,608.000","0.000","139,780.000","10,510.000"
"10001282","University of Northumbria at Newcastle","48,838,253.000","10,388.000","0.000","152,476.750","212,877.000"
"10004775","Norwich University of the Arts","3,521,530.000","239.550","0.000","8,012.000",""
"10007154","University of Nottingham","194,315,252.879","78,655.000","0.000","656,375.000","917,919.000"
"10004797","The Nottingham Trent University","50,342,531.026","61,328.587","0.000","88,718.067","730,993.448"
"10007773","The Open University","32,415,209.000","16,188.500","0.000","82,692.000","179,515.000"
"10004930","Oxford Brookes University","46,411,790.000","11,993.000","0.000","232,996.000","107,426.000"
"10007774","The University of Oxford","218,529,883.000","112,776.000","0.000","440,350.000","687,843.000"
"10005127","Arts University Plymouth","3,199,219.400","1,438.460","0.000","4,307.000","14,666.400"
"10007801","University of Plymouth","33,759,000.000","8,534.000","0.000","87,913.000","97,778.000"
"10007155","The University of Portsmouth","34,456,943.023","13,509.920","0.000","145,370.403","0.000"
"10005337","Queen Margaret University, Edinburgh","10,415,979.000","","0.000","60,817.000","5,211,510.000"
"10007775","Queen Mary University of London","67,938,033.000","2,384.000","17,977.000","339,247.000","17,977.000"
"10005389","Ravensbourne University London","4,072,146.000","0.000","0.000","2,428.888",""
"10007802","The University of Reading","46,476,092.000","30,530.000","0.000","177,081.972","219,647.000"
"10005500","Robert Gordon University","26,383,995.600","4,946.440","0.000","65,680.000","28,894.000"
"10007776","Roehampton University","24,998,916.000","7,091.000","0.000","108,389.000","67,939.000"
"10005523","Rose Bruford College of Theatre and Performance","2,367,294.000","0.000","0.000","5,023.000","1.000"
"10007835","Royal Academy of Music","3,143,790.490","2,082.750","0.000","6,010.000","0.000"
"10005545","Royal Agricultural University","3,952,559.830","3,607.140","23,482.500","26,189.650","942,630.200"
"10007777","Royal College of Art","10,100,000.000","0.000","0.000","40,000.000",""
"10007778","Royal College of Music","2,525,938.000","0.000","0.000","2,930.104",""
"10007816","The Royal Central School of Speech and Drama","2,197,991.300","0.000","0.000","5,100.000","0.000"
"10005553","Royal Holloway and Bedford New College","42,451,792.100","15,015.000","0.000","222,990.000","57,974.000"
"10007837","Royal Northern College of Music","3,776,875.000","0.000","0.000","8,206.000",""
"10007779","The Royal Veterinary College","20,361,783.000","36,250.000","0.000","97,192.000","0.000"
"10007803","The University of St. Andrews","77,493,472.000","49,214.000","0.000","269,979.000","37,848.000"
"10007782","St George's, University of London","29,789,154.505","0.000","731,469.000","114,753.020","0.000"
"10008026","St Mary's University College","2,153,652.250","182.370","0.000","2,001.000",""
"10007843","St Mary's University, Twickenham","11,491,023.430","3,307.702","687.210","38,125.807",""
"10007156","The University of Salford","28,586,121.000","14,962.000","0.000","68,141.000","10,518.000"
"10007780","SOAS University of London","5,926,261.000","0.000","0.000","32,991.000","23,842.000"
"10005700","SRUC","","","","",""
"10005790","Sheffield Hallam University","36,514,840.000","13,380.144","0.000","86,836.000","30,490.000"
"10007157","The University of Sheffield","134,824,740.000","46,722.880","23,000.000","433,739.000","1,125,000.800"
"10006022","Solent University","14,375,984.286","13,224.100","0.000","71,122.000","0.000"
"10007158","The University of Southampton","120,585,460.802","71,873.000","0.000","402,333.628",""
"10006299","Staffordshire University","22,435,531.000","15,350.000","0.000","57,460.000","22,000.000"
"10007804","The University of Stirling","46,034,656.000","30,318.000","0.000","190,068.000","944,500.000"
"10037449","University of St Mark and St John","8,148,506.800","533.000","0.000","59,853.000","163,641.000"
"10008010","Stranmillis University College","8,700,075.690","4,088.700","0.000","16,808.000","0.000"
"10007805","The University of Strathclyde","106,600,554.835","20,456.000","0.000","179,982.000","43,234.000"
"10014001","University of Suffolk","5,149,743.000","309.000","0.000","15,848.000","13,654.000"
"10007159","The University of Sunderland","22,545,848.780","8,166.500","0.000","61,969.460","0.000"
"10007160","The University of Surrey","79,869,697.000","40,010.000","0.000","390,646.000","277,084.000"
"10007806","The University of Sussex","70,399,774.659","2,321.533","0.000","327,484.000","827,601.370"
"10007855","Swansea University","70,647,391.000","1,424.000","0.000","249,106.000","794,846.000"
"10007161","Teesside University","24,762,857.058","7,273.230","0.000","75,265.270","33,748.000"
"10008017","Trinity Laban Conservatoire of Music and Dance","4,575,249.370","834.380","0.000","10,752.023","0.000"
"10007858","University of Wales Trinity Saint David","24,808,391.577","24,042.380","0.000","36,026.994","105,271.600"
"10007114","University of the Highlands and Islands","18,354,124.250","","","",""
"10007807","Ulster University","47,606,106.600","15,001.770","576,372.000","80,626.000","3,050,170.000"
"10007784","University College London","241,572,061.741","7,256.000","0.000","573,408.484","69,750.000"
"10007793","University of South Wales","34,957,931.740","18,463.350","0.000","115,624.000","961,947.150"
"10007163","The University of Warwick","176,765,593.135","97,431.350","50,515.000","611,511.788","215,994.440"
"10007164","University of the West of England, Bristol","55,667,206.000","38,937.160","0.000","241,756.000","451,256.000"
"10007800","The University of the West of Scotland","27,270,051.390","5,648.000","0.000","89,031.720",""
"10006566","The University of West London","10,752,838.199","2,270.000","0.000","25,695.601","26,462.094"
"10007165","The University of Westminster","34,081,136.000","69.220","0.000","133,805.000","0.000"
"10003614","The University of Winchester","10,761,871.000","10,091.000","0.000","66,377.000","58,334.000"
"10007166","The University of Wolverhampton","42,124,924.000","90,411.070","144,440.000","128,117.000","28,512.000"
"10007139","University of Worcester","15,332,737.000","17,543.000","44,796.000","65,547.000","137,141.000"
"10007833","Wrexham University","11,586,662.000","17,669.890","0.000","29,792.000","1,258.000"
"10007657","Writtle University College","5,689,497.100","23,901.000","0.000","46,678.000",""
"10007713","York St John University","11,707,570.000","2,600.000","0.000","93,702.000",""
"10007167","The University of York","89,043,801.101","43,139.620","0.000","286,690.000","1,417,338.050"
