﻿"UKPRN","HE provider","Total energy consumption (kWh)","Total fuel used in HE provider owned vehicles (litres)","Total generation of electricity exported to grid (kWh)","Total water consumption (m3)","Total renewable energy generated onsite or offsite (kWh)"
"10007814","Cardiff University","102,125,645.990","33,991.300","0.000","366,089.000","35,592.000"
"10007854","Cardiff Metropolitan University","15,909,605.000","10,787.000","22.000","62,287.000","22,411.000"
"10007141","The University of Central Lancashire","41,354,611.143","24,629.670","0.000","98,054.950","799,165.000"
"10007848","University of Chester","49,538,264.000","45,446.330","0.000","110,682.000","190,681.000"
"10007137","The University of Chichester","10,221,720.600","5,999.840","0.000","58,122.000",""
"10001478","City, University of London","30,567,376.000","1,380.000","0.000","54,124.000","14,185.000"
"10001653","Conservatoire for Dance and Drama","6,187,170.710","616.900","0.000","14,541.990",""
"10007761","Courtauld Institute of Art","1,975,963.240","0.000","0.000","11,796.230","0.000"
"10001726","Coventry University","48,034,543.500","43,646.420","0.000","105,562.000","1,000.000"
"10007822","Cranfield University","46,359,357.000","89,218.000","0.000","140,001.000","10,000.000"
"10006427","University for the Creative Arts","13,936,235.000","1,583.360","0.000","68,244.000","0.000"
"10007842","University of Cumbria","17,334,488.280","13,418.420","0.000","40,829.010","0.000"
"10001883","De Montfort University","29,428,770.630","5,369.000","0.000","67,241.610","111,072.000"
"10007851","University of Derby","32,626,240.000","27,987.980","0.000","115,331.000","122,232.000"
"10007852","The University of Dundee","88,421,330.000","12,059.950","7,137.500","164,686.000","14,275.000"
"10007143","University of Durham","114,153,428.000","73,174.000","0.000","467,377.000","242,761.000"
"10007789","The University of East Anglia","80,069,274.560","39,965.010","0.000","335,208.000","65,612.780"
"10007144","The University of East London","20,413,989.680","8,350.080","5,956.330","140,838.000","133,688.010"
"10007823","Edge Hill University","26,020,287.161","16,381.610","0.000","100,247.386","33,057.462"
"10007772","Edinburgh Napier University","19,376,523.000","14,698.000","0.000","29,449.100","28,358.000"
"10007790","The University of Edinburgh","243,777,807.240","107,757.000","0.000","562,447.000","12,500.000"
"10007791","The University of Essex","49,241,311.260","12,180.050","0.000","227,130.000","108,349.900"
"10007792","The University of Exeter","61,104,727.000","75,870.770","1,774,632.000","266,386.600","314,797.000"
"10008640","Falmouth University","12,620,843.000","1,314.000","31,282.000","49,470.400","49,829.152"
"10004511","The National Film and Television School","2,504,529.000","4,470.000","0.000","6,024.000",""
"10007762","Glasgow Caledonian University","19,159,563.000","3,194.000","0.000","47,604.000","4,498,948.000"
"10002681","Glasgow School of Art","11,217,450.000","","0.000","15,104.000","0.000"
"10007794","The University of Glasgow","155,245,325.779","92,682.360","0.000","343,969.000","204,693.000"
"10007145","University of Gloucestershire","10,802,826.000","7,188.000","0.000","40,401.000","42,496.000"
"10002718","Goldsmiths College","15,348,171.308","1,766.110","0.000","71,443.000","148,087.260"
"10007146","The University of Greenwich","29,224,772.000","16,496.160","0.000","69,248.000","41,656.000"
"10007825","Guildhall School of Music and Drama","3,607,665.000","130.700","0.000","12,000.000",""
"10040812","Harper Adams University","10,614,875.850","15,637.370","0.000","65,142.000","64,846.290"
"10007764","Heriot-Watt University","57,178,508.600","57,420.580","0.000","310,386.000","1,384.000"
"10007147","University of Hertfordshire","43,676,462.000","2,055,041.000","0.000","335,989.000","94,356.000"
"10007765","Heythrop College","2,320,743.850","0.000","0.000","7,568.000",""
"10007148","The University of Huddersfield","26,207,578.000","9,853.870","0.000","50,059.000",""
"10007149","The University of Hull","64,146,590.000","20,514.060","0.000","219,878.000","156,979.000"
"10003270","Imperial College of Science, Technology and Medicine","259,269,125.000","2,667.000","0.000","819,500.000","10,547.000"
"10007767","Keele University","40,407,380.000","19,080.000","0.000","290,925.000","195,900.000"
"10007150","The University of Kent","57,033,869.034","16,283.990","0.000","254,249.860","31,280.000"
"10003645","King's College London","127,972,473.000","8,491.703","0.000","329,409.000","95,753.000"
"10003678","Kingston University","35,416,170.000","8,128.540","0.000","324,315.000","6,221.000"
"10007768","The University of Lancaster","77,177,141.000","19,790.951","193,600.000","432,139.000","8,121,209.000"
"10003854","Leeds Arts University","3,115,447.000","629.840","0.000","10,260.000",""
"10003861","Leeds Beckett University","37,315,285.483","20,300.000","0.000","95,902.000","113,702.863"
"10007795","The University of Leeds","152,417,732.000","29,672.000","0.000","697,754.000","321,778.000"
"10003863","Leeds Trinity University","8,160,223.000","1,011.000","2,350.000","38,655.000","6,054.000"
"10007796","The University of Leicester","98,898,866.240","31,938.090","0.000","281,727.540","981,932.000"
"10007151","The University of Lincoln","26,658,669.000","5,508.000","0.000","68,670.000","8,278.000"
"10003956","Liverpool Hope University","15,592,716.000","5,238.000","0.000","67,174.000","4,814.000"
"10003957","Liverpool John Moores University","31,047,392.600","20,388.140","0.000","50,915.000","6,485.600"
"10003945","The Liverpool Institute for Performing Arts","2,925,956.810","0.000","0.000","5,918.610","0.000"
"10006842","The University of Liverpool","198,991,964.000","41,066.000","0.000","320,565.000","66,220.000"
"10003958","Liverpool School of Tropical Medicine","6,846,408.340","0.000","9,565.792","9,794.900","9,565.792"
"10007162","University of the Arts, London","34,094,105.640","0.000","0.000","115,729.000","0.000"
"10007769","London Business School","9,359,142.000","419.468","0.000","38,902.000",""
"10007797","University of London (Institutes and activities)","27,584,097.000","0.000","0.000","254,519.000",""
"10004048","London Metropolitan University","19,334,451.295","0.000","33,532.700","58,166.910","33,532.700"
"10004078","London South Bank University","23,566,541.001","2,441.000","0.000","160,211.000","683,551.000"
"10004063","London School of Economics and Political Science","36,536,115.000","0.000","0.000","211,535.000","89,041.000"
"10007771","London School of Hygiene and Tropical Medicine","12,355,553.000","71.000","0.000","22,260.000",""
"10004113","Loughborough University","90,771,703.000","44,446.150","0.000","336,824.000","0.000"
"10004180","The Manchester Metropolitan University","52,480,904.300","17,671.790","0.000","225,914.802","198,513.300"
"10007798","The University of Manchester","239,372,452.600","67,200.641","0.000","754,314.477","78,408.000"
"10004351","Middlesex University","18,557,300.000","14,107.000","0.000","40,901.000","60,063.000"
"10007799","Newcastle University","123,451,072.954","183,224.883","0.000","400,526.023","19,113.000"
"10007138","The University of Northampton","24,573,764.000","8,723.000","0.000","102,943.000","33,223.000"
"10001282","University of Northumbria at Newcastle","58,847,992.000","18,198.350","0.000","226,160.000","88,558.000"
"10004775","Norwich University of the Arts","3,248,943.000","172.500","0.000","6,113.000","0.000"
"10007154","University of Nottingham","197,970,222.290","11.000","0.000","859,124.000","516,345.000"
"10004797","The Nottingham Trent University","46,600,769.380","59,832.413","0.000","139,084.266","754,217.360"
"10007773","The Open University","35,860,347.000","20,911.000","0.000","54,682.000","172,204.000"
"10004930","Oxford Brookes University","47,713,467.430","26,601.970","0.000","195,441.660","41,256.410"
"10007774","The University of Oxford","205,508,249.000","113,818.010","0.000","440,804.000","191,850.000"
"10005127","Arts University Plymouth","2,787,767.800","2,304.760","0.000","5,815.000","18,671.800"
"10007801","University of Plymouth","27,065,374.000","9,553.000","0.000","74,040.766","83,474.783"
"10007155","The University of Portsmouth","41,191,796.058","18,318.060","0.000","209,304.666","0.000"
"10005337","Queen Margaret University, Edinburgh","11,602,226.000","1,350.000","0.000","59,346.000","5,180,700.000"
"10007775","Queen Mary University of London","73,828,832.572","2,631.360","24,445.680","254,679.000","24,445.680"
"10005389","Ravensbourne University London","4,452,411.480","0.000","0.000","3,581.710",""
"10007802","The University of Reading","45,911,479.000","42,709.754","0.000","191,816.356","89,750.150"
"10005500","Robert Gordon University","30,836,705.340","4,760.000","0.000","","26,977.000"
"10007776","Roehampton University","21,215,286.000","8,741.000","0.000","105,139.000","0.000"
"10005523","Rose Bruford College of Theatre and Performance","2,533,460.000","0.000","0.000","3,416.000","0.000"
"10007835","Royal Academy of Music","2,604,557.480","2,249.760","0.000","4,853.000","0.000"
"10005545","Royal Agricultural University","3,919,600.000","8,482.000","12,576.000","20,186.000","734,859.000"
"10007777","Royal College of Art","8,396,958.000","0.000","0.000","21,211.000","0.000"
"10007778","Royal College of Music","3,331,139.000","0.000","0.000","8,412.000",""
"10007816","The Royal Central School of Speech and Drama","1,861,074.760","0.000","0.000","4,967.000","0.000"
"10005553","Royal Holloway and Bedford New College","40,345,166.000","25,236.000","0.000","150,297.000","0.000"
"10007837","Royal Northern College of Music","4,309,783.200","0.000","0.000","7,605.000","0.000"
"10007779","The Royal Veterinary College","20,675,318.000","0.000","0.000","117,754.000","0.000"
"10007803","The University of St. Andrews","81,898,383.000","50,596.000","0.000","285,409.000","59,857.000"
"10007782","St George's, University of London","28,134,600.500","0.000","401,634.000","96,681.000",""
"10008026","St Mary's University College","2,497,361.000","580.665","0.000","2,290.000",""
"10007843","St Mary's University, Twickenham","10,929,592.990","3,344.953","652.000","38,992.000",""
"10007156","The University of Salford","30,404,242.000","12,034.000","0.000","104,839.000","0.000"
"10007780","SOAS University of London","5,700,453.000","0.000","0.000","27,317.000","0.000"
"10005700","SRUC","27,351,381.468","","","181,824.000",""
"10005790","Sheffield Hallam University","37,762,646.000","15,324.420","0.000","88,120.000","31,439.000"
"10007157","The University of Sheffield","133,810,332.000","56,782.710","30,000.000","488,964.358","1,535,679.667"
"10006022","Solent University","17,245,203.000","19,161.520","0.000","84,764.300","0.000"
"10007158","The University of Southampton","112,507,192.000","71,790.520","0.000","498,012.900",""
"10006299","Staffordshire University","27,704,334.000","0.000","0.000","93,990.000","23,144.000"
"10007804","The University of Stirling","49,502,141.000","29,002.000","0.000","238,448.000","882,760.000"
"10037449","University of St Mark and St John","8,738,903.000","516.680","0.000","29,344.000","0.000"
"10008010","Stranmillis University College","9,201,059.000","3,171.000","0.000","16,603.000","153,600.000"
"10007805","The University of Strathclyde","100,650,802.000","15,120.000","0.000","162,696.000","59,498.000"
"10014001","University of Suffolk","6,151,539.000","184.160","0.000","15,237.000","0.000"
"10007159","The University of Sunderland","26,338,951.680","5,818.120","0.000","99,210.950","0.000"
"10007160","The University of Surrey","81,127,988.000","36,283.500","0.000","410,838.000","1,232,283.000"
"10007806","The University of Sussex","69,736,920.350","166.850","0.000","724,589.000","1,267.000"
"10007855","Swansea University","60,269,433.000","6,806.000","0.000","279,613.000","395,036.000"
"10007161","Teesside University","25,897,096.000","7,820.170","0.000","60,299.000","16,972.000"
"10008017","Trinity Laban Conservatoire of Music and Dance","4,816,010.590","2,159.660","0.000","12,593.924","0.000"
"10007858","University of Wales Trinity Saint David","25,755,469.000","3,158.510","0.000","54,640.000","7,153.000"
"10007114","University of the Highlands and Islands","","","0.000","","0.000"
"10007807","Ulster University","49,443,137.200","10,630.500","27,058.000","77,784.000","1,640,752.000"
"10007784","University College London","222,626,370.840","2,686.000","0.000","510,170.000","42,228.000"
"10007793","University of South Wales","40,055,703.280","20,462.730","0.000","134,666.270","1,612.000"
"10007163","The University of Warwick","149,770,083.119","105,608.000","0.000","565,022.440","87,461.000"
"10007164","University of the West of England, Bristol","48,761,679.637","16,233.590","0.000","326,246.410","73,720.000"
"10007800","The University of the West of Scotland","28,196,575.240","13,978.040","0.000","69,858.000",""
"10006566","The University of West London","11,090,508.000","2,636.000","5,928.000","27,759.189","11,856.000"
"10007165","The University of Westminster","40,403,893.649","2,405.530","0.000","151,440.700","0.000"
"10003614","The University of Winchester","10,852,344.000","13,021.000","0.000","69,287.000","56,011.000"
"10007166","The University of Wolverhampton","45,003,158.000","82,066.200","270,824.000","127,338.000","28,245.000"
"10007139","University of Worcester","16,206,579.000","20,396.000","46,168.000","51,041.000","177,245.000"
"10007833","Wrexham University","12,058,887.000","17,731.690","0.000","24,724.000","0.000"
"10007657","Writtle University College","6,491,273.000","38,915.000","0.000","27,607.000","0.000"
"10007713","York St John University","10,672,293.000","3,000.000","0.000","72,584.000","1,000.000"
"10007167","The University of York","87,154,364.736","38,237.020","0.000","284,584.000","2,700,226.000"
