﻿"UKPRN","HE provider","Total energy consumption (kWh)","Total fuel used in HE provider owned vehicles (litres)","Total generation of electricity exported to grid (kWh)","Total water consumption (m3)","Total renewable energy generated onsite or offsite (kWh)"
"10007790","The University of Edinburgh","283,752,985.283","96,419.000","0.000","347,297.000","215,623.000"
"10007791","The University of Essex","50,131,675.870","26,596.000","0.000","134,165.200","547,667.000"
"10007792","The University of Exeter","69,024,674.426","26,797.470","0.000","283,289.194","2,903,632.443"
"10008640","Falmouth University","14,062,537.000","7,006.430","0.000","44,207.000",""
"10004511","The National Film and Television School","2,911,702.000","9,148.000","0.000","3,169.000","0.000"
"10007762","Glasgow Caledonian University","","1,409.000","0.000","","0.000"
"10002681","Glasgow School of Art","8,968,685.000","62.000","0.000","21,334.000","0.000"
"10007794","The University of Glasgow","138,362,992.150","38,467.000","0.000","232,607.300","488,115.350"
"10002718","Goldsmiths College","13,987,642.770","272.550","45,589.995","40,049.270",""
"10007146","The University of Greenwich","32,195,119.000","11,640.000","0.000","39,407.000","29,177.000"
"10007825","Guildhall School of Music and Drama","3,232,459.000","143.000","0.000","11,824.000","0.000"
"10007764","Heriot-Watt University","52,368,726.146","29,191.590","0.000","161,796.000","18,137.000"
"10007147","University of Hertfordshire","48,057,060.000","1,027,507.940","0.000","197,198.000",""
"10007148","The University of Huddersfield","24,245,906.600","3,877.220","0.000","25,249.000","3,911.000"
"10007149","The University of Hull","39,313,505.000","9,141.210","0.000","101,291.000","465,766.000"
"10003270","Imperial College of Science, Technology and Medicine","223,678,630.410","4,321.000","231,734.000","451,599.000","16,475.600"
"10007767","Keele University","41,899,580.000","7,197.000","0.000","163,433.000","226,871.000"
"10007150","The University of Kent","58,189,939.349","15,499.027","0.000","169,078.632","160,444.000"
"10003645","King's College London","131,536,236.000","6,247.137","0.000","340,453.000","5,101.060"
"10003678","Kingston University","29,347,408.000","2,137.760","0.000","186,416.000","3,563.000"
"10007768","The University of Lancaster","76,079,872.000","13,123.000","439,200.000","368,079.000","5,425,401.000"
"10003861","Leeds Beckett University","30,531,427.400","20,234.860","0.000","63,411.000","191,648.000"
"10007795","The University of Leeds","183,691,562.142","31,727.101","0.000","630,164.736","165,292.000"
"10003863","Leeds Trinity University","7,890,611.000","1,000.000","0.000","31,222.999","8,400.000"
"10007796","The University of Leicester","85,899,120.000","22,783.000","0.000","199,901.000","495,041.000"
"10007151","The University of Lincoln","33,464,971.766","12,145.000","0.000","152,674.000","60,792.000"
"10003956","Liverpool Hope University","13,698,939.450","2,293.270","0.000","46,411.000","10,086.000"
"10003957","Liverpool John Moores University","31,332,125.100","8,070.000","0.000","57,584.000","7,294.100"
"10006842","The University of Liverpool","168,708,779.000","30,695.550","0.000","265,681.000","7,921.000"
"10003958","Liverpool School of Tropical Medicine","8,254,952.370","0.000","10,172.510","2,858.170","10,172.510"
"10007162","University of the Arts, London","26,226,622.847","157.450","0.000","74,835.935","2,311,702.933"
"10007797","University of London (Institutes and activities)","21,698,079.000","0.000","0.000","79,820.000",""
"10004048","London Metropolitan University","10,168,447.000","224.403","0.000","38,168.000","10,066.000"
"10004078","London South Bank University","19,319,230.000","656.000","0.000","40,138.996","0.000"
"10004063","London School of Economics and Political Science","37,696,715.000","0.000","0.000","143,511.000","119,469.110"
"10007771","London School of Hygiene and Tropical Medicine","8,719,990.000","0.000","0.000","16,668.395",""
"10004113","Loughborough University","102,319,878.000","35,933.000","0.000","284,641.000","0.000"
"10004180","The Manchester Metropolitan University","41,355,193.771","4,897.720","0.000","94,219.000","252,426.639"
"10007798","The University of Manchester","269,289,286.933","41,269.270","0.000","603,511.021","52,065.000"
"10004351","Middlesex University","17,610,654.000","1,218.000","0.000","30,156.620","73,123.000"
"10007799","Newcastle University","110,328,300.230","87,077.790","0.000","226,976.000","55,751.000"
"10007138","The University of Northampton","18,351,305.000","138,988.520","4,542.620","105,078.980","10,414,051.000"
"10001282","University of Northumbria at Newcastle","44,571,082.629","7,735.000","0.000","131,845.000","278,721.629"
"10004775","Norwich University of the Arts","3,600,584.000","166.630","0.000","5,063.000",""
"10007154","University of Nottingham","183,259,376.000","64,441.000","0.000","604,552.000","1,175,996.000"
"10004797","The Nottingham Trent University","52,074,269.645","43,269.100","0.000","90,887.368","1,345,404.045"
"10007773","The Open University","27,893,564.000","6,704.430","0.000","28,495.000","179,892.000"
"10004930","Oxford Brookes University","41,014,563.000","9,585.000","0.000","219,393.000","233,195.000"
"10007774","The University of Oxford","239,767,886.000","126,611.000","0.000","484,545.000","450,266.000"
"10007801","University of Plymouth","28,178,632.000","3,756.000","0.000","44,481.000","51,622.000"
"10007155","The University of Portsmouth","32,514,591.633","15,755.390","0.000","124,062.044","46,754.504"
"10005337","Queen Margaret University, Edinburgh","9,304,922.170","1,400.000","0.000","57,231.000","3,863,200.000"
"10007775","Queen Mary University of London","66,194,988.000","6,070.000","10,270.000","208,033.000","10,270.000"
"10007802","The University of Reading","51,354,804.000","23,669.000","0.000","104,922.000","628,090.000"
"10005500","Robert Gordon University","28,224,653.400","2,621.070","0.000","62,181.000","28,190.000"
"10005523","Rose Bruford College of Theatre and Performance","2,275,357.000","0.000","0.000","2,186.000","1.000"
"10007778","Royal College of Music","2,809,694.429","0.000","0.000","3,653.000",""
"10007816","The Royal Central School of Speech and Drama","1,776,785.490","0.000","5,342.500","2,773.000","5,342.420"
"10005553","Royal Holloway and Bedford New College","39,896,289.000","14,013.000","0.000","224,214.000","43,886.000"
"10007803","The University of St. Andrews","87,269,845.534","17,484.030","0.000","223,440.000","109,577.000"
"10007782","St George's, University of London","32,005,257.000","0.000","557,428.000","70,736.000","0.000"
"10008026","St Mary's University College","1,986,256.000","0.000","0.000","2,070.000",""
"10007843","St Mary's University, Twickenham","10,523,208.100","2,347.000","660.000","28,835.000",""
"10007156","The University of Salford","26,950,483.000","5,256.000","0.000","37,105.000","10,416.000"
"10007780","SOAS University of London","5,004,366.000","0.000","0.000","12,731.000","23,102.000"
"10005700","SRUC","","","","",""
"10005790","Sheffield Hallam University","29,727,842.000","7,833.500","0.000","42,808.000","55,236.000"
"10007157","The University of Sheffield","125,469,287.460","19,303.590","47,000.000","372,808.072","2,334,638.000"
"10006022","Solent University","14,537,734.583","2,991.960","0.000","60,199.000","0.000"
"10007158","The University of Southampton","91,961,289.000","41,335.000","0.000","288,587.000",""
"10006299","Staffordshire University","20,197,496.000","10,228.770","0.000","39,110.760","25,000.000"
"10007804","The University of Stirling","42,795,906.000","22,939.000","0.000","176,418.000","843,500.000"
"10037449","University of St Mark and St John","7,847,986.000","500.000","0.000","107,900.000","78,386.000"
"10007805","The University of Strathclyde","106,669,364.000","12,055.000","0.000","100,153.000","48,377.000"
"10014001","University of Suffolk","4,134,357.000","235.850","0.000","47,035.000","40,322.000"
"10007160","The University of Surrey","77,873,876.000","39,427.000","0.000","271,968.000","677,369.000"
"10007855","Swansea University","66,517,711.000","1,964.000","0.000","199,076.000","880,454.000"
"10007161","Teesside University","24,471,151.000","2,623.080","0.000","44,011.000","77,181.000"
"10008017","Trinity Laban Conservatoire of Music and Dance","3,925,027.116","925.760","0.000","9,476.277","0.000"
"10007858","University of Wales Trinity Saint David","19,103,513.020","5,505.130","0.000","23,917.090","117,138.500"
"10007807","Ulster University","42,913,712.000","11,423.540","699,981.000","63,900.000","2,819,268.000"
"10007784","University College London","230,626,691.156","10,904.920","0.000","662,114.950","122,250.000"
"10007793","University of South Wales","27,751,660.520","5,535.910","0.000","70,226.000","367,380.000"
"10007163","The University of Warwick","166,473,432.716","31,124.000","982.000","490,188.194","526,630.350"
"10007164","University of the West of England, Bristol","63,263,255.537","32,788.710","0.000","238,399.638","453,663.900"
"10007800","The University of the West of Scotland","16,102,257.080","2,255.310","0.000","30,864.000",""
"10006566","The University of West London","9,788,733.143","2,642.280","0.000","23,975.582","11,108.430"
"10007165","The University of Westminster","32,154,532.000","0.000","0.000","118,778.000","0.000"
"10003614","The University of Winchester","10,922,478.000","4,430.000","0.000","43,019.000","77,511.000"
"10007166","The University of Wolverhampton","46,846,681.000","40,526.350","653,681.000","158,641.000","29,669.000"
"10007139","University of Worcester","16,634,062.000","4,677.000","42,130.640","40,957.000","216,582.000"
"10007833","Wrexham University","10,875,985.000","1,800.000","0.000","17,214.000","1,965.000"
"10007713","York St John University","8,391,531.520","2,412.000","1,767.011","59,500.000",""
"10007167","The University of York","91,990,053.184","32,429.130","0.000","206,206.179","2,416,700.249"
